Entity,Code,Year,$2.15 a day - share of population below poverty line,$2.15 - total number of people below poverty line
Uruguay - urban,,1998,0.64307721624755,19354
Uruguay - urban,,2000,0.65512134481094,20015
Uruguay - urban,,2001,0.49742899098379,15269
Uruguay - urban,,2002,0.63463683416812,19540
Uruguay - urban,,2003,0.8112068480083701,25028
Uruguay - urban,,2004,1.03264130641447,31925
Uruguay - urban,,2005,0.86166727133784,26711
Uzbekistan,UZB,1998,59.398898733272276,14286029
Uzbekistan,UZB,2000,82.3040749582421,20288284
Uzbekistan,UZB,2002,81.3350530696575,20554873
Uzbekistan,UZB,2003,82.19681768021083,21015795
Vanuatu,VUT,2010,14.65041995647357,34607
Vanuatu,VUT,2019,9.99946154652069,29987
Venezuela,VEN,1981,6.680372930063321,1041996
Venezuela,VEN,1987,7.030515903986299,1281855
Venezuela,VEN,1989,5.3182490595809995,1019321
Venezuela,VEN,1992,4.526043189528569,930450
Venezuela,VEN,1995,9.92808497209838,2177337
Venezuela,VEN,1998,10.43187037868764,2429433
Venezuela,VEN,1999,11.83312344412004,2809164
Venezuela,VEN,2001,10.29149146988056,2536489
Venezuela,VEN,2002,16.38135300945484,4111786
Venezuela,VEN,2003,19.65253442122327,5021542
Venezuela,VEN,2004,16.60901168658639,4317777
Venezuela,VEN,2005,14.35570989115301,3794565
Venezuela,VEN,2006,7.130036624332189,1914428
Vietnam,VNM,1992,45.06900457233944,31946482
Vietnam,VNM,1997,24.38948159714026,18812391
Vietnam,VNM,2002,29.9392540833545,24410793
Vietnam,VNM,2004,20.14201176237894,16730523
Vietnam,VNM,2006,14.901668471335281,12609426
Vietnam,VNM,2008,11.13982687302453,9607368
Vietnam,VNM,2010,2.8704822089259103,2525096
Vietnam,VNM,2012,1.66016232589243,1490858
Vietnam,VNM,2014,1.91204581005956,1753611
Vietnam,VNM,2016,1.26344524575647,1183096
Vietnam,VNM,2018,1.2314411596216,1176592
World,OWID_WRL,1990,37.80689239822868,1996227602
World,OWID_WRL,1991,37.3507433904906,2005040128
World,OWID_WRL,1992,36.485326430952455,1990088260
World,OWID_WRL,1993,35.61761779721378,1973094217
World,OWID_WRL,1994,34.27256276899251,1927401397
World,OWID_WRL,1995,32.7921464147263,1871366990
World,OWID_WRL,1996,31.25663864747355,1809651598
World,OWID_WRL,1997,31.05971656882483,1823914890
World,OWID_WRL,1998,31.25677324862191,1861029636
World,OWID_WRL,1999,30.309404241195182,1829016261
World,OWID_WRL,2000,29.134513597823258,1781378570
World,OWID_WRL,2001,28.25206401935048,1749837843
World,OWID_WRL,2002,26.85096309719765,1684286870
World,OWID_WRL,2003,25.53824001865389,1622152162
World,OWID_WRL,2004,23.64723220100401,1520878176
World,OWID_WRL,2005,21.68837409738174,1412287245
World,OWID_WRL,2006,20.888735580146513,1377134105
World,OWID_WRL,2007,19.64485780937867,1311133534
World,OWID_WRL,2008,18.78715975042159,1269448462
World,OWID_WRL,2009,17.898110516646838,1224150879
World,OWID_WRL,2010,16.27791622617871,1126733692
World,OWID_WRL,2011,14.20294445693266,994740205
World,OWID_WRL,2012,13.252826547854399,939526609
World,OWID_WRL,2013,11.727619200875889,841515360
World,OWID_WRL,2014,11.17860470206647,811773119
World,OWID_WRL,2015,10.79312570319063,793044231
World,OWID_WRL,2016,10.46935868348473,778247036
World,OWID_WRL,2017,9.61058511489636,722637526
World,OWID_WRL,2018,8.85953714119838,673542250
World,OWID_WRL,2019,8.43503490063956,648095132
Yemen,YEM,1998,8.09864256019916,1332251
Yemen,YEM,2005,10.542901118853031,2119905
Yemen,YEM,2014,19.80275668628586,5113762
Zambia,ZMB,1991,57.43859722926516,4736767
Zambia,ZMB,1993,59.05604671893683,5112177
Zambia,ZMB,1996,46.77338489859676,4368513
Zambia,ZMB,1998,47.22561016841868,4659503
Zambia,ZMB,2002,56.38885202019356,6186818
Zambia,ZMB,2004,61.06245755213444,7053105
Zambia,ZMB,2006,64.69802769221572,7876026
Zambia,ZMB,2010,68.45660587534717,9314196
Zambia,ZMB,2015,61.35216042615463,9742337
Zimbabwe,ZWE,2011,21.5800634727354,2782603
Zimbabwe,ZWE,2017,34.20604551812272,4869778
Zimbabwe,ZWE,2019,39.75453322816893,5822239
