"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2008","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2009","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2010","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2011","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2012","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2013","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2014","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2015","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2016","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2017","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2018","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2019","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","051","ARM","Armenia","2020","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2005","505",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2006","509",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2007","512",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2008","515",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2009","523",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2010","531",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2011","538",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2012","544",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2013","548",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2014","550",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2015","550",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2016","552",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2017","557",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2018","563",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2019","568",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","040","AUT","Austria","2020","571",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2005","56",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2006","64",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2007","71",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2008","79",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2009","85",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2010","90",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2011","95",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2012","103",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2013","111",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2014","115",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2015","117",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2016","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2017","116",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2018","118",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2019","121",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","031","AZE","Azerbaijan","2020","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2005","184",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2006","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2007","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2008","234",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2009","257",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2010","274",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2011","290",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2012","290",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2013","292",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2014","310",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2015","320",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2016","324",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2017","327",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2018","334",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2019","342",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","112","BLR","Belarus","2020","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2005","469",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2006","472",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2007","475",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2008","479",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2009","481",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2010","484",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2011","490",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2012","490",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2013","492",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2014","496",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2015","499",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2016","504",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2017","509",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2018","512",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2019","513",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","056","BEL","Belgium","2020","510",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2005","99",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2006","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2007","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2008","117",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2009","181",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2010","189",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2011","192",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2012","196",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2013","203",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2014","210",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2015","234",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2016","236",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2017","252",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2018","263",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2019","269",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","070","BIH","Bosnia and Herzegovina","2020","268",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2005","328",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2006","230",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2007","272",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2008","310",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2009","330",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2010","345",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2011","367",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2012","384",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2013","401",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2014","417",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2015","441",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2016","441",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2017","392",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2018","395",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2019","406",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","100","BGR","Bulgaria","2020","413",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2005","458",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2006","456",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2007","467",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2008","481",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2009","592",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2010","597",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2011","863",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2012","596",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2013","607",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2014","614",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2015","619",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2016","622",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2017","621",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2018","625",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2019","625",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","124","CAN","Canada","2020","..",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2005","319",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2006","331",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2007","350",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2008","360",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2009","358",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2010","354",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2011","354",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2012","338",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2013","340",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2014","348",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2015","356",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2016","372",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2017","386",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2018","407",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2019","424",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","191","HRV","Croatia","2020","431",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2005","481",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2006","497",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2007","536",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2008","564",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2009","571",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2010","558",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2011","552",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2012","550",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2013","551",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2014","561",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2015","575",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2016","597",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2017","613",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2018","633",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2019","649",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","196","CYP","Cyprus","2020","648",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2005","387",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2006","400",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2007","415",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2008","424",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2009","423",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2010","427",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2011","437",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2012","448",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2013","450",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2014","459",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2015","485",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2016","502",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2017","523",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2018","541",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2019","555",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","203","CZE","Czechia","2020","565",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2005","354",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2006","372",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2007","379",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2008","382",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2009","384",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2010","390",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2011","395",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2012","400",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2013","406",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2014","413",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2015","421",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2016","430",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2017","439",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2018","448",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2019","456",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","208","DNK","Denmark","2020","467",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2005","363",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2006","410",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2007","390",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2008","412",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2009","408",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2010","415",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2011","432",
"44","Number of passenger cars per 1000 inhabitants","Passenger car rate","Per 1000 inhabitants","233","EST","Estonia","2012","454",
